"Date","Time","Reason For Call","Patrol Officer Name/Street","Street/Unit","Unit/Car","Race","Gender","Outcome"
"02/14/2020",1849,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"02/15/2020",2353,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER LAURIE TUPER","{WIA 1702] CHESTNUT ST","32","W","M",3
"02/15/2020",45,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","WATER ST","30","W","F",3
"02/15/2020",46,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI",NA,"32","W","M",3
"02/15/2020",922,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","F",3
"02/15/2020",957,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","W","M",3
"02/15/2020",1007,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"HANCOCK RD","34","W","M",3
"02/15/2020",1127,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","34","W","F",3
"02/15/2020",1151,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","M",3
"02/15/2020",1255,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN st","34","U","M",3
"02/15/2020",1812,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"02/15/2020",1933,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"02/15/2020",1953,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR .","NORTH HOOSAC RD","38","W","P",3
"02/17/2020",2116,"- MOTOR VEHICLE STOP CITATION - CIVIL",NA,"MAIN ST","38","W","F",4
"02/17/2020",848,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK",NA,"34","W","M",3
"02/17/2020",944,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVEIN DZITEDZIAK","WATER ST","34","A","M",3
"02/17/2020",1725,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR |","BRIDGES RD |","38 |","U","M",3
"02/17/2020",2005,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN st","34","U","F",3
"02/19/2020",1703,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","MAIN ST","30","W","F",3
"02/19/2020",1804,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","WATER ST","34","B","M",3
"02/19/2020",2110,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","30","W","M",3
"02/19/2020",2123,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","30","W","M",3
"02/19/2020",2221,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","MAIN ST",NA,"W","F",3
"02/19/2020",1554,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","COLD SPRING RD",NA,"W","M",3
"02/19/2020",1630,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","30","W","F",3
"02/19/2020",1644,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","30","W","M",3
"02/19/2020",1742,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","TACONIC TRL","34","U","M",3
"02/19/2020",1841,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KEVIN P GARNER","MAIN ST","34","W","M",3
"02/19/2020",1911,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","COLD SPRING RD","30","W","F",3
"02/20/2020",2015,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","NORTH HOOSAC RD","30","W","M",3
"02/20/2020",142,"- MOTOR VEHICLE STOP ARREST (S)","PATROL KALVIN DZTEDZIAK","NEW ASHFORD RD","34","W","F",7
"02/20/2020",821,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANTA HERNANDEZ",NA,"36","W","M",3
"02/20/2020",858,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","SPRING ST","34","U","F",3
"02/20/2020",937,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","W","F",3
"02/20/2020",1009,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL BRAD SACCO","GREEN RIVER RD","34","W","M",3
"02/20/2020",1959,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD",NA,"W","M",3
"02/20/2020",2107,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","36","W","F",3
"02/21/2020",20,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER LAURIE TUPER","[WIA 390] SIMONDS RD","36","W","M",3
"02/21/2020",1625,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","W","M",3
"02/21/2020",1718,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","U","M",3
"02/21/2020",1856,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","F",3
"02/22/2020",100,"~ MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER LAURIE TUPER","MAIN ST","34","W","F",3
"02/22/2020",140,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NORTH HOOSAC RD","34","W","F",3
"02/22/2020",145,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","32","W","M",3
"02/22/2020",1137,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","W","F",3
"02/23/2020",1342,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","W","M",3
"02/23/2020",1404,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","U","M",3
"02/23/2020",1435,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","34","U","F",3
"02/23/2020",1706,"- MOTOR VEHICLE STOP: CITATION - WARNING",NA,"COLD SPRING RD","38 .","W","M",3
"02/24/2020",26,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","WATER ST","32","A","M",3
"02/24/2020",830,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","COLE AVE","36","W","M",3
"02/24/2020",2050,"- MOTOR VEHICLE STOP NO ACTION REQUIRED","PATROL JOHN J MCCONNELL JR","MAIN ST","38","U","F",2
"02/24/2020",2108,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN st","38","W","M",3
"02/24/2020",2211,"- MOTOR VEHICLE STOP CITATION ~- WARNING |","PATROL SHUAN N WILLIAM","MAIN ST","32","W","F",3
"02/25/2020",204,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","A","M",3
"02/25/2020",757,"- MOTOR VEHICLE STOP CITATION - WARNING |","SERGEANT SCOTT E MCGOWAN","MAIN ST","36","W","F",3
"02/25/2020",840,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","SOUTHWORTH ST","36 .","W","F",3
"02/25/2020",1735,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","COLD SPRING RD","38","U","F",3
"02/26/2020",2121,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",3
"02/26/2020",912,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","MAIN ST","34","W","M",3
"02/26/2020",1243,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NORTH ST","34","W","M",3
"02/26/2020",2131,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"02/26/2020",2150,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"HANCOCK RD","34","W","M",3
"02/27/2020",158,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","[WIA 61] MAIN ST","32","W","M",3
"02/27/2020",414,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","MAIN sT","38","W","F",3
"02/27/2020",824,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","SOUTHWORTH ST","36","W","M",3
"02/27/2020",1343,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO :","GREEN RIVER RD |","34 |","W","M",3
"02/27/2020",1446,"- MOTOR VEHICLE STOP CITATION - WARNING","LIEUTENANT MICHAEL J ZIEMBA Jr","NORTH HOOSAC RD","37K","W","M",3
"02/27/2020",2044,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","MAIN ST","32","W","F",3
"02/27/2020",2054,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","COLE AVE","32","W","F",3
"02/28/2020",1633,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","[WIA 108} NEW ASHFORD RD","34","U","F",3
"02/28/2020",1721,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","34","W","M",3
"02/29/2020",2102,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","MAIN ST","34","A","F",5
"02/29/2020",11,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKI","WATER ST","32","W","M",3
"02/29/2020",1144,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","{WIA 333] CHURCH ST","34","W","M",5
"02/29/2020",1716,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",3
"03/01/2020",1702,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR",NA,"38","B","M",3
"03/01/2020",1957,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","B","F",3
"03/02/2020",620,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"03/02/2020",724,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL TANIA HERNANDEZ |","NORTH HOOSAC RD |","36 |","B","M",4
"03/02/2020",1025,"-~ MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","GREEN RIVER RD","33","U","F",3
"03/02/2020",1632,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",4
"03/02/2020",1903,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","GREEN RIVER RD","32","W","M",3
"03/02/2020",2026,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER LAURIE TUPER","STRATTON RD","38","B","M",3
"03/03/2020",2,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34 |","W","M",3
"03/03/2020",954,"- MOTOR VEHICLE STOP CITATION - Crivin","LIEUTENANT MIECHAEL J ZIEMBA Jr","GREEN RIVER RD","33 .","W","M",4
"03/03/2020",1034,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","MAIN ST","33","W","F",3
"03/03/2020",1419,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","HANCOCK RD","33","W","F",3
"03/26/1974",1939,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"03/26/1974",2794,"- MOTOR VEHICLE STOP CITATION - WARNING","BARB BRUCATO","NORTH HOOSAC RD","34","W","M",3
"03/04/2020",946,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","U","F",3
"03/04/2020",1029,"- MOTOR VEHICLE STOP CITATION - WARNING :","PATROL BRAD SACCO","MAIN ST :","35 |","W","F",3
"03/04/2020",1141,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","35","U","M",3
"03/04/2020",1201,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","M",3
"03/04/2020",1504,"~ MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","HANCOCK RD","33","W","M",3
"03/04/2020",1539,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","MAIN ST","32","W","F",3
"03/04/2020",2014,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","TACONIC TRL","34","W","M",3
"03/04/2020",2317,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"03/04/2020",2330,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD |","34 2","W","F",3
"03/04/2020",2348,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","NEW ASHFORD RD","38","W","M",3
"03/05/2020",26,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","32","U","M",3
"03/05/2020",1632,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON",NA,"33","W","F",3
"03/05/2020",1408,"~- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL BRAD SACCO","NEW ASHFORD RD","35","W","F",4
"03/05/2020",1631,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLD SPRING RD","35","W","M",3
"03/05/2020",1643,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",3
"03/05/2020",1732,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"03/05/2020",1808,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","BRIDGES RD","38","B","F",3
"03/06/2020",2010,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL JOHN J MCCONNELL JR","MAIN ST","38","A","F",3
"03/06/2020",1147,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","35","W","M",3
"03/06/2020",1202,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","35","W","M",3
"03/06/2020",1256,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","MAIN ST","35","W","F",5
"03/06/2020",1433,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","GREEN RIVER RD","33","W","M",3
"03/06/2020",1541,"- MOTOR VEHICLE STOP VEHICLE TOWED","PATROL BRAD SACCO","MAIN ST","35","W","M",6
"03/06/2020",2003,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER LAURIE TUPER","HOPPER RD","34","W","M",3
"03/06/2020",2030,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","GREEN RIVER RD","34","W","M",3
"03/06/2020",2040,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"03/07/2020",2143,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34 |","W","M",3
"03/07/2020",27,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK |","COLD SPRING RD 2","34 |","W","F",3
"03/07/2020",57,"~ MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34","W","F",3
"03/07/2020",219,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34","W","M",3
"03/07/2020",1640,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","32","W","F",3
"03/06/2020",1820,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","NORTH HOOSAC RD","32 |","W","M",3
"03/08/2020",116,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROLMAN SCOTT SKORUPSKT","MAIN ST","32","W","F",3
"03/08/2020",125,"- MOTOR VEHICLE STOP NO ACTION REQUIRED","PATROLMAN SCOTT SKORUPSKI","MAIN ST","32",NA,NA,2
"03/08/2020",1659,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","GREEN RIVER RD","38","W","M",3
"03/08/2020",1742,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL JOHN J MCCONNELL JR |","GREEN RIVER RD","38","W","M",3
"03/09/2020",20,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","F",3
"03/09/2020",645,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","COLD SPRING RD","33 |","W","F",3
"03/09/2020",723,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","COLD SPRING RD","36","W","M",3
"03/09/2020",1202,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"HANCOCK RD","35","W","F",3
"03/09/2020",1230,"-~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","35","W","M",3
"03/09/2020",1350,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","HANCOCK RD","33","W","M",3
"03/09/2020",2306,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"WATER ST","34","W","F",3
"03/10/2020",2325,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","38","A","F",3
"03/10/2020",805,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL TANIA HERNANDEZ","GALE RD",NA,"W","M",5
"03/10/2020",1105,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","35","U","F",3
"03/10/2020",1157,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","COLE AVE","35","W","M",3
"03/10/2020",1257,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","SIMONDS RD","33","U","M",3
"03/10/2020",1309,"- MOTOR VEHICLE STOP VEHICLE TOWED","PATROL BRAD SACCO","SPRING ST","35","W","F",6
"03/10/2020",2435,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCOQ","NEW ASHFORD RD","35 .","W","F",3
"03/12/2020",2112,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"03/12/2020",26,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL CRAIG A EICHHAMMER","MAIN ST",NA,"U","M",3
"03/13/2020",159,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL KALVIN DZIEDZIAK","MAIN St","34","W","M",3
"03/15/2020",113,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",4
"03/15/2020",1154,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","COLD SPRING RD","35","W","M",5
"03/15/2020",1544,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL KALVIN DZIEDZIAK","PARK ST","34","B","F",5
"04/20/2020",840,"- MOTOR VEHICLE STOP CITATION - CIVIL","LIEUTENANT MICHAEL J ZIEMBA Jr","MAIN ST","37K","B","F",4
"04/23/2020",1120,"- MOTOR VEHICLE STOP CITATION - CIVIL","CHIEF KYLE J JOHNSON .","COLD SPRING RD |","33 |","W","F",4
"05/07/2020",1107,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","GREEN RIVER RD","33","U","M",3
"05/11/2020",900,"~ MOTOR VEHICLE STOP CITATION - CIVIL","LIEUTENANT MICHAEL J ZIEMBA Jr","MAIN ST","37K","W","M",4
"05/15/2020",1528,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","NORTH HOOSAC RD","35","U","M",3
"05/23/2020",1543,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL DAVID JENNINGS D","MAIN ST","30","W","M",4
"05/23/2020",1611,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","SAND SPRINGS RD","38","W","F",4
"05/23/2020",2003,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"NORTH HOOSAC RD","38","W","M",3
"05/23/2020",2028,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER |","HANCOCK RD","34","W","M",3
"05/24/2020",1540,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","NORTH HOOSAC RD","32","W","M",3
"05/24/2020",1724,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","MAIN ST","32","W","F",3
"05/27/2020",2020,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","A","M",3
"05/30/2020",1812,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","MAIN sT","38","W","M",4
"05/31/2020",1750,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR",NA,"38","W","M",3
"06/02/2020",2022,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","GREEN RIVER RD","34","W","F",3
"06/03/2020",1720,"- MOTOR VEHICLE STOP CITATION - WARNING","SERGEANT DAVID R LEMIEUX","COLD SPRING RD","36","W","M",3
"06/03/2020",1757,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"WATER ST","38","W","M",3
"06/04/2020",1807,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NEW ASHFORD RD","38","W","M",4
"06/06/2020",1955,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",5
"06/07/2020",1903,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"06/10/2020",1940,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","BRIDGES RD","38","W","F",3
"06/17/2020",1947,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","SPRING ST","32","W","M",4
"06/20/2020",1655,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","BRIDGES RD","32","W","F",3
"06/21/2020",144,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZTAK","COLD SPRING RD",NA,"W","M",3
"06/27/2020",219,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"06/27/2020",1737,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","COLD SPRING RD","38","W","F",3
"06/27/2020",2024,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","MAIN st?","38","W","M",3
"07/01/2020",1018,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","NORTH HOOSAC RD","33","W","F",3
"07/01/2020",1342,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","34","W","M",3
"07/01/2020",1418,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","COLE AVE","32","W","M",3
"07/02/2020",2315,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","NORTH ST","38","W","M",3
"07/02/2020",850,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","NORTH ST","36","W","F",3
"07/02/2020",1426,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL BRAD SACCO","BRIDGES RD","35","W","M",5
"07/03/2020",114,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","MAIN ST","34","W","F",3
"07/03/2020",1735,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NEW ASHFORD RD","38","W","F",3
"07/06/2020",1700,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NEW ASHFORD RD","38","W","M",4
"07/07/2020",1806,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",4
"07/07/2020",1913,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","SIMONDS RD","38","U","M",3
"07/07/2020",1947,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","SIMONDS RD","38","W","M",3
"07/07/2020",1207,"- MOTOR VEHICLE STOP CITATION - WARNING :","PATROL BRAD SACCO","HANCOCK RD","35","W","F",3
"07/07/2020",1414,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","| PATROL BRAD SACCO","SIMONDS RD","35","U","M",5
"07/08/2020",2341,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","38","W","M",3
"07/11/2020",1655,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"BRIDGES RD","32","W","M",3
"07/11/2020",1708,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D |","COLD SPRING RD","34 3","W","M",3
"07/12/2026",2222,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","F",3
"07/12/2026",2246,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"07/13/2020",2258,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","F",3
"07/13/2020",804,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL TANIA HERNANDEZ","NORTH HOOSAC RD","36","W","M",3
"07/13/2020",813,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","NORTH HOOSAC RD","36","W","M",3
"07/14/2020",1617,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL BRAD SACCO","MAIN ST","35","W","F",3
"07/15/2020",1746,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","HANCOCK RD","35","W","M",3
